,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES
564,13419681823145,4.0, , , ,5.0,5.0,PLANET IDIOMAS GRUPO WIZARD; UNIVERSIDADE PRESBITERIANA MACKENZIE; PBF IDIOMAS; WIZARD IDIOMAS; CADERNOS POS GRADUACAO EM LETRAS ONLINE; MACKENZIE LANGUAGE CENTER; CENTRO UNIVERSITARIO DAS FACULDADES METROPOLITANAS UNIDAS,MACKENZIE LANGUAGE CENTER,0,0
565,13459450420724,5.0, , , ,16.0,22.0,INSTITUTO GEOCIENCIAS UNIVERSIDADE SAO PAULO; DIVISAO CLINICA MEDICA HOSPITAL UNIVERSITARIO USP; ESCOLA ARTES CIENCIAS HUMANIDADES USP; UNIVERSIDADE SAO PAULO; ANAIS ACADEMIA BRASILEIRA CIENCIAS; GEOLOGIA USP SERIE CIENTIFICA; QUIMICA NOVA; BRAZILIAN JOURNAL OF GEOLOGY; REVISTA INSTITUTO GEOLOGICO ONLINE; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; SCIENCE OF THE TOTAL ENVIRONMENT,SCIENCE OF THE TOTAL ENVIRONMENT,1,0
566,13472845078966,5.0, , , ,4.0,9.0,UNIVERSIDADE ESTADUAL CAMPINAS; HOSPITAL BENEFICENCIA PORTUGUESA; ESCOLA ESTADUAL FRANCISCO ALVARES; ESCOLA ESTADUAL SONIA MARIA MASCHIO BAPTISTA; UNIVERSIDADE SAO PAULO; CENTRO INFANTIL INVESTIGACOES HEMATOLOGICAS DR DOMINGOS A BOLDRINI; CENTRO TECNOLOGIA INFORMACAO RENATO ARCHER,UNIVERSIDADE ESTADUAL CAMPINAS; CENTRO TECNOLOGIA INFORMACAO RENATO ARCHER,0,1
567,13486424901521,4.0, , , ,1.0,4.0,GOVERNO ESTADO RIO GRANDE SUL; MINISTERIO DEFESA COMANDO MARINHA; FUNDACAO INSTITUTO BRASILEIRO GEOGRAFIA ESTATISTICA; UNIVERSIDADE FEDERAL FLUMINENSE INSTITUTO GAUCHO ENG LEGAL PERICI; PREFEITURA MUNICIPAL PORTO ALEGRE; FACULDADE PORTO ALEGRENSE; REFLEXOES SOBRE AMBIENTE SUSTENTABILIDADE,PREFEITURA MUNICIPAL PORTO ALEGRE,0,0
568,13509738854762,2.0, , , ,4.0,13.0,COMISSAO EXECUTIVA PLANO LAVOURA CACAUEIRA; UNIVERSIDADE ESTADUAL SUDOESTE BAHIA; FUNDACAO FE ALEGRIA BRASIL; UNIVERSIDADE ESTADUAL SANTA CRUZ; UNIVERSIDADE FEDERAL VICOSA; CENTRO ENSINO SUPERIOR ILHEUS; FACULDADE MADRE THAIS; REVISTA FACULDADE ILHEUS,CENTRO ENSINO SUPERIOR ILHEUS,0,1
569,13533123598054,4.0, , , ,1.0,2.0,ASSOCIACAO PAIS AMIGOS DOS EXCEPCIONAIS IVOTI; UNIVERSIDADE FEDERAL RIO GRANDE SUL; PREFEITURA MUNICIPAL LINDOLFO COLLOR; ASSOCIACAO PAIS AMIGOS DOS EXCEPCIONAIS; ASSOCIACAO PAIS AMIGOS DOS EXCEPCIONAIS NOVO HAMBURGO; LJC CENTRO TREINAMENTO ASSESSORIA PEDAGOGICA LTDA; UNIAO METROPOLITANA EDUCACAO CULTURA; FACULDADE 2 JULHO; UNIVERSIDADE ESTADO BAHIA; PRO REITORIA POS GRADUACAO; CAMPUS XXIII UNEB; CAMPUS XIII UNEB ITABERABA; UFRGS RIO GRANDE SUL; MINISTERIO EDUCACAO,UNIVERSIDADE ESTADO BAHIA; CAMPUS XIII UNEB ITABERABA,1,1
570,13537445441609,5.0, , , ,5.0,9.0,UNIVERSIDADE FEDERAL RIO JANEIRO; CENTRO UNIVERSITARIO AUGUSTO MOTTA; FARMACIA MANIPULACAO SPENGLER; UNIVERSIDADE FEDERAL RIO GRANDE SUL; TRANSPORTADORA TEGON VALENTI; UNIVERSIDADE FEDERAL FLUMINENSE; DRUG ANALYTICAL RESEARCH,DRUG ANALYTICAL RESEARCH,0,0
571,13538658264016,4.0, , , ,6.0,12.0,UNIVERSIDADE ESTADO RIO GRANDE NORTE; UNIVERSIDADE FEDERAL CEARA,UNIVERSIDADE FEDERAL CEARA,0,1
572,13544940760128,4.0, , , ,2.0,10.0,UNIVERSIDADE ESTADO RIO GRANDE NORTE; FACULDADE MATER CRHISTI,FACULDADE MATER CRHISTI,1,1
573,13548077046193,4.0, , , ,19.0,13.0,CENTRO UNIVERSITARIO HERMINIO OMETTO ARARAS; ANNUAL RESEARCH AMP REVIEW IN BIOLOGY; EVIDENCE BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE PRINT; JOURNAL OF MEDICINAL PLANTS RESEARCH; BRAZILIAN JOURNAL OF BIOLOGY IMPRESSO; DROGARIA SAO JOSE ARARAS; CENTRO UNIVERSITARIO HERMINIO OMETTO UNIARARAS; REISTA CIENTIFICA UNIARARAS; FACULDADE SAO LEOPOLDO MANDIC ARARAS,FACULDADE SAO LEOPOLDO MANDIC ARARAS,0,1
574,13591065769741,4.0, , , ,74.0,14.0,UNIVERSIDADE FEDERAL RURAL AMAZONIA; PESQUISA AGROPECUARIA TROPICAL ONLINE; AGROPECUARIA TECNICA UFPB; REVISTA CAATINGA ONLINE; NUCLEUS ITUVERAVA IMPRESSO; JOURNAL OF AGRICULTURAL SCIENCE; INTERNATIONAL JOURNAL OF PLANT AMP SOIL SCIENCE; NUCLEUS ITUVERAVA; RCA AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES; REVISTA AGRICULTURA; BRAZILIAN JOURNAL OF AGRICULTURE; NUCLEUS; BIOTEMAS UFSC,RCA AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES; REVISTA AGRICULTURA; BRAZILIAN JOURNAL OF AGRICULTURE; NUCLEUS; BIOTEMAS UFSC,1,1
575,13609407019352,3.0, , , ,20.0,5.0,UNIVERSIDADE SAO PAULO; HOSPITAL SALVALUS; HOSPITAL SANTANA; CLUBE ESPORTIVO HEBRAICA; NUTRITION AND HEALTH; THE SCIENTIFIC JOURNAL OF SPORTS MEDICINE; BENEFICIAL MICROBES; NUTRITION; BIOLOGY OF SPORT; NUTRIRE REVISTA SOCIEDADE BRASILEIRA ALIMENTACAO NUTRICAO; ADVANCES IN NUTRITION AN INTERNATIONAL REVIEW JOURNAL; CLINICA ALERGO; INSTITUTO NACIONAL ENSINO SUPERIOR; ASSOCIACAO BENEFICENTE SIRIA; CENTRO CULTURAL ALGO AMERICANA; UNIVERSIDADE MOGI DAS CRUZES; GANEP NUTRICAO HUMANA; NUTRIR EDUCACIONAL UNIP,UNIVERSIDADE MOGI DAS CRUZES,1,1
576,13612049507378,4.0, , , ,1.0,4.0,ROLAND ARQUITETURA ARQUITETOS ASSOCIADOS; HABITRACO ARQUITETOS ASSOCIADOS S C; GOMES ALMEIDA FERNANDES SAO PAULO CONSTRUTORA LTDA; SOCIEDADE EDUCACIONAL ACACIA ESCOLA PROF GIORDANO MESTRINELLI; MOVEIS HS LTDA; GRAPHIKA CRIACOES ARTES SERIGRAFICAS LTDA ME; O TERRITORIO CRIANCA ESCOLA ESPORTES ARTES; SENAC SERVICO NACIONAL APRENDIZAGEM COMERCIAL; ROBERTO LEME RICARDO BADARO ARQUITETOS ASSOCIADOS S C; FACULDADES INTEGRADAS FAFIBE; INSTITUTO MUNICIPAL ENSINO SUPERIOR CATANDUVA; CASA CADERNOS SEMIOTICA APLICADA; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; FACULDADES INTEGRADAS PADRE ALBINO; REVISTA HISPECI AMP LEMA IMPRESSO; TEMAS EM ADMINISTRACAO DIVERSOS OLHARES; CENTRO UNIVERSITARIO PADRE ALBINO,CENTRO UNIVERSITARIO PADRE ALBINO,0,1
577,13630384437068,3.0, , , ,23.0,15.0,BBR BRAZILIAN BUSINESS REVIEW EDICAO EM PORTUGUES ONLINE; PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; UNIVERSIDADE GRANDE RIO; AUTOGRAPH SC LTDA; VALEPONTOCOM SA; GRUPO IBMEC; REVISTA PRODUCAO ONLINE; EUROPEAN TRANSPORT RESEARCH REVIEW; AFRICAN JOURNAL OF BUSINESS MANAGEMENT; ECONOMIC MODELLING; RAC REVISTA ADMINISTRACAO CONTEMPORANEA IMPRESSO; COMPUTATIONAL MANAGEMENT SCIENCE PRINT; INTERCIENCIA; ENERGY ECONOMICS; ANNALS OF OPERATION RESEARCH; RENEWABLE AMP SUSTAINABLE ENERGY REVIEWS,RENEWABLE AMP SUSTAINABLE ENERGY REVIEWS,1,0
578,13648408724377,5.0, , , ,1.0,5.0,PREFEITURA CIDADE RIO JANEIRO; SECRETARIA EDUCACAO ESTADO RIO JANEIRO SANTO CRISTO; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO JANEIRO; AUSTRALIRICA REVISTA ACADEMICA GEP; GOVERNO ESTADO RIO JANEIRO,GOVERNO ESTADO RIO JANEIRO,0,0
579,13673987363075,4.0, , , ,14.0,6.0,UNIVERSIDADE FEDERAL BAHIA; UNIAO METROPOLITANA EDUCACA CULTURA; CENTRO CONTROLE ZOONOSES; UNIVERSIDADE FEDERAL PARA; ESCOLA MEDICINA VETERINARIA UFBA; MULTVET; SOCIEDADE CIENTIFICA CULTURAL ANISIO TEIXEIRA,ESCOLA MEDICINA VETERINARIA UFBA,1,0
580,13743438608250,4.0, , , ,7.0,9.0,UNIVERSIDADE ESTADUAL CAMPINAS; FACULDADE JAGUARIUNA; UNIVERSIDADE NOVE JULHO; REVISTA BRASILEIRA ENGENHARIA AGRICOLA AMBIENTAL ONLINE; DESALINATION AND WATER TREATMENT ONLINE; UNIVERSIDADE FEDERAL ABC; JOURNAL OF ADVANCES IN BIOLOGY AND BIOTECHNOLOGY; ENVIRONMENTAL SCIENCE WATER RESEARCH AMP TECHNOLOGY; FUNDACAO AGENCIA BACIA HIDROGRAFICA ALTO TIETE; CAMARA TECNICA GESTAO INVESTIMENTOS CBH AT; WATER AND ENVIRONMENT JOURNAL; CAMARA TECNICA AGUAS SUBTERRANEAS CBH AT,CAMARA TECNICA AGUAS SUBTERRANEAS CBH AT,0,0
581,13757306139449,3.0, , , ,1.0,3.0,CENTRO FEDERAL EDUCACAO TECNOLOGICA; UNIVRSIDADE FEDERAL PELOTAS; CENTRO PESQUISA LEOPOLDO A M MELLO,CENTRO PESQUISA LEOPOLDO A M MELLO,0,0
582,13786563158290,4.0, , , ,7.0,5.0,ACADEMIA AMC; HOSPITAL REGIONAL JOAO FREITAS ARAPONGAS; HOSPITAL SANTA RITA MARINGA; HOSPITAL SANTA CASA MISERICORDIA MARINGA; HOSPITAL UNIVERSITARIO MARINGA PR; FACULDADE INGA; HOSPITAL METROPOLITANO; CENTRO UNIVERSITARIO INGA; HOSPITAL PARANA,HOSPITAL PARANA,1,0
583,13831201785182,4.0, , , ,21.0,7.0,UNIVERSIDADE SANTA CRUZ SUL; PREMIUM TABACOS BRASIL; UNIVERSITY OF CALIFORNIA RIVERSIDE; CENTRO REGIONAL INVESTIGACIONES CIENTIFICAS Y TRANSFERENCIA TECNOLOGICA; INSTITUTO NACIONAL PESQUISAS AMAZONIA; CADERNO PESQUISA SERIE BIOLOGIA UNISC; ZOOKEYS ONLINE; INSECT SYSTEMATICS AND DIVERSITY; BIOTEMAS UFSC; BIOLOGIA; ENTOMOLOGICAL COMMUNICATIONS; EUROPEAN JOURNAL OF ENTOMOLOGY; JOURNAL OF INSECT SCIENCE; ZOOTAXA ONLINE; INSTITUTO BIOLOGICO CENTRO AVANCADO PESQUISA EM PROTECAO PLANTAS S,INSTITUTO BIOLOGICO CENTRO AVANCADO PESQUISA EM PROTECAO PLANTAS S,1,0
584,13872105735651,3.0, , , ,6.0,7.0,UNIVERSIDADE FEDERAL LAVRAS; CENTRO UNIVERSITARIO LAVRAS; UNIVERSIDADE FEDERAL RECONCAVO BAHIA,UNIVERSIDADE FEDERAL RECONCAVO BAHIA,0,1
585,13890432793373,5.0, , , ,46.0,20.0,UNIVERSIDADE FEDERAL BAHIA; FUNDACAO CULTURAL ESTADO BAHIA; FUNDACAO ESCOLA SOCIOLOGIA POLITICA SAO PAULO; BANCO ECONOMICO SA; BANCO ITAU SA; REVISTA BRASILEIRA BIBLIOTECONOMIA DOCUMENTACAO; TRANSINFORMACAO; CIENCIA INFORMACAO ONLINE; CIENCIA INFORMACAO IMPRESSO; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; INFORMACAO AMP SOCIEDADE UFPB ONLINE; PONTO ACESSO; ENCONTROS BIBLI; REVISTA FACULDADE EDUCACAO BAHIA; INFOCIENCIA UFMA; INFORMACAO AMP INFORMACAO UEL ONLINE; RBBD REVISTA BRASILEIRA BIBLIOTECONOMIA DOCUMENTACAO ONLINE; INTERNATIONAL JOURNAL OF LIBRARY AND INFORMATION SCIENCE; INCID REVISTA CIENCIA INFORMACAO DOCUMENTACAO; CIENCIA INFORMACAO EM REVISTA; UNIVERSIDADE FEDERAL CARIRI,COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR,1,1
586,13940257826593,4.0, , , ,37.0,15.0,CIENCIA RURAL; UNIVERSIDADE ESTADUAL SUDOESTE BAHIA; ARQUIVOS INSTITUTO BIOLOGICO ONLINE; UNIVERSIDADE ESTADUAL PAULISTA QUOTJULIO MESQUITA FILHOQUOT; ENCONTRO CIENCIAS NA UNESP DRACENA; REVISTA BRASILEIRA ZOOTECNIA BRAZILIAN JOURNAL OF ANIMAL SCIENCE; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; FUNDACAO AMPARO A PESQUISA ESTADO MINAS GERAIS; FUNDACAO AMPARO A PESQUISA ESTADO BAHIA,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,0,1
587,13995641496920,3.0, , , ,59.0,18.0,UNIVERSIDADE FEDERAL ESPIRITO SANTO; PAT ANATOMIA PATOLOGICA S C; FLEURY CENTRO MEDICINA DIAGNOSTICA; HOSPITAL CANCER AC CAMARGO; FUNDACAO ANTONIO PRUDENTE; MEMORIAL SLOAN KETTERING CANCER CENTER; FAPESP FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; JORNAL BRASILEIRO PATOLOGIA MEDICINA LABORATORIAL IMPRESSO; BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH; HISTOLOGY AND HISTOPATHOLOGY; APPLIED CANCER RESEARCH IMPRESSO; UNIVERSIDADE SAO PAULO; UNIVERSIDADE FEDERAL SAO PAULO; AC CAMARGO CANCER CENTER,AC CAMARGO CANCER CENTER,1,0
588,14039028361711,2.0, , , ,13.0,14.0,FUNDACAO OSWALDO CRUZ; COLORADO STATE UNIVERSITY SYSTEM; BAVARIAN HEALTH AND FOOD SAFETY AUTHORITY,BAVARIAN HEALTH AND FOOD SAFETY AUTHORITY,1,0
589,14067346706433,4.0, , , ,1.0,3.0,PETROLEO BRASILEIRO RIO JANEIRO MATRIZ; FUNDACAO UNIVERSIDADE REGIONAL BLUMENAU,FUNDACAO UNIVERSIDADE REGIONAL BLUMENAU,0,1
590,14078711232440,4.0, , , ,5.0,4.0,UNIVERSIDADE ESTADO BAHIA; UNIVERSIDADE FEDERAL BAHIA; ESCOLA TECNICA FUNDACAO JOSE CARVALHO; UNIVERSIDADE FEDERAL RECONCAVO BAHIA; OUTRAMARGEM REVISTA FILOSOFIA,OUTRAMARGEM REVISTA FILOSOFIA,0,0
591,14133712352990,4.0, , , ,2.0,20.0,,,0,0
592,14178384940823,4.0, , , ,3.0,4.0,EMPRESA ASSISTENCIA TECNICA EXTENSAO RURAL PARA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA PARA; INSTITUTO NACIONAL COLONIZACAO REFOMA AGRARIA NO PARA; UNIVERSIDADE FEDERAL PARA; SINDICATO DOS SERVIDORES PUBLICOS FEDERAIS NO ESTADO PARA; ASSOCIACAO DOS SERVIDORES INCRA NO ESTADO PARA; SECRETARIA ESTADO EDUCACAO PARA,SINDICATO DOS SERVIDORES PUBLICOS FEDERAIS NO ESTADO PARA,0,0
593,14206195843566,4.0, , , ,5.0,8.0,UNIVERSIDADE FEDERAL MINAS GERAIS; CENTRO UNIVERSITARIO UNA; UNIVERSIDADE FEDERAL OURO PRETO,UNIVERSIDADE FEDERAL OURO PRETO,0,1
594,14227468099084,5.0, , , ,15.0,14.0,INSTITUTO CIENCIAS BIOMEDICAS UNIVERSIDADE SAO PAULO; INSTITUTO ADOLFO LUTZ; CENTRO INOVACAO EMPREENDEDORISMO TECNOLOGIA; COLEGIO CASTRO ALVES; UNIVERSIDADE ESTADUAL CENTRO OESTE; FACULDADE MAUA; UNIVERSIDADE GRANDE ABC; UNIVERSIDADE MUNICIPAL SAO CAETANO SUL; DEPARTAMENTO ESTOMATOLOGIA FOUSP; FACULDADE MEDICINA UNIVERSIDADE SAO PAULO,FACULDADE MAUA,0,1
595,14236670973457,4.0, , , ,18.0,13.0,INSTITUTO ESTADUAL MEIO AMBIENTE RECURSOS HIDRICOS; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA ESPIRITO SANTO; UNIVERSIDADE FEDERAL ESPIRITO SANTO; BOUNDARY LAYER METEOROLOGY; METEOROLOGICAL APPLICATIONS; ENVIRONMENTAL POLLUTION; UNIVERSITY OF SOUTHAMPTON; UNIVERSITY OF READING,UNIVERSIDADE FEDERAL ESPIRITO SANTO,1,1
596,14250316481663,4.0, , , ,1.0,4.0,MISCELANEA ASSIS ONLINE; INSTITUTO EDUCACIONAL ESTADO SAO PAULO,INSTITUTO EDUCACIONAL ESTADO SAO PAULO,0,0
597,14255351015569,4.0, , , ,19.0,10.0,UNIVERSIDADE FEDERAL PARA; UNIVERSIDADE ESTADUAL CAMPINAS; SECRETARIA ESTADO SAUDE PUBLICA PARA; FUNDACAO PUBLICA ESTADUAL HOSPITAL CLINICAS GASPAR VIANNA; UNIVERSIDADE AMAZONIA; MINISTERIO SAUDE; UNIVERSIDADE BRASILIA; UNIVERSIDADE FEDERAL SAO PAULO; CENTRO UNIVERSITARIO BRASILIA; CLINICA CIRURGIA BARIATRICA DR SERGIO ARRUDA; LIPIDS IN HEALTH AND DISEASE; INTERNATIONAL JOURNAL OF SPORTS AND EXERCISE MEDICINE; REVISTA NUTRICAO; CLINICS IN SURGERY; SURGERY EMERGENCY MEDICINE; ANNALS OF SURGERY AND PERIOPERATIVE CARE; WORLD JOURNAL OF PEDIATRICS; DEMETRA ALIMENTACAO NUTRICAO AMP SAUDE; PSICO PUCRS ONLINE; FUNDACAO OSWALDO CRUZ; INSTITUTO NACIONAL ESTUDOS PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; FUNDACAO AMAZONIA PARAENSE AMPARO A PESQUISA; OBESITY SURGERY; SOCIEDADE BRASILEIRA DIABETES; NUTRIENTS; REVISTA BRASILEIRA TERAPIA COMPORTAMENTAL COGNITIVA; INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; ASSOCIACAO NUTRICAO ESTADO PARA,ASSOCIACAO NUTRICAO ESTADO PARA,1,0
598,14395596894199,6.0, , , ,1.0,6.0,,,0,0
599,14461403538409,4.0, , , ,3.0,4.0,SECRETARIA ESTADUAL EDUACACAO CULTURA ESTADO PIAUI; UNIVERSIDADE FEDERAL PIAUI; SECRETARIA EDUCACAO ESTADO RIO JANEIRO SANTO CRISTO,SECRETARIA EDUCACAO ESTADO RIO JANEIRO SANTO CRISTO,0,0
600,14472369592138,4.0, , , ,6.0,6.0,FACULDADE MEDICINA VETERINARIA UFU; PROFISSIONAL AUTONOMO; INSTITUTO ZOOTECNIA GOVERNO ESTADO SAO PAULO; CAMPO CIA PRODUTOS AGROPECUARIOS LTDA; UNIVERSIDADE FEDERAL UBERLANDIA,UNIVERSIDADE FEDERAL UBERLANDIA,0,1
601,14473244302699,2.0, , , ,31.0,16.0,EXCELLENT GLOBAL; PRE VESTIBULAR ALTERNATIVO; PRE VESTIBULAR UNIVERSITARIO; WIZARD ESCOLA IDIOMAS; ESCOLA INGLES FISK; COLEGIO MARISTA; UNIVERSIDADE ESTADUAL MARINGA; CENTRO ENSINO SUPERIOR MARINGA; REVISTA CESUMAR; ESTACAO LITERARIA; ACTA SCIENTIARUM HUMAN AND SOCIAL SCIENCES; UNIVERSIDADE FEDERAL GRANDE DOURADOS; RAIDO UFGD; VIA LITTERAE; EDITORA UFGD; GUAVIRA LETRAS; UNIVERSIDADE ABERTA BRASIL CAPES; ARREDIA; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; FUNDACAO APOIO DESENVOLVIMENTO ENSINO CIENCIA TECNOLOGIA MS; NONADA LETRAS EM REVISTA,FUNDACAO APOIO DESENVOLVIMENTO ENSINO CIENCIA TECNOLOGIA MS,1,0
602,14492491967048,4.0, , , ,1.0,6.0,PREFEITURA CIDADE RECIFE; CENTRO ESTUDOS EM EDUCACAO LINGUAGEM; CENTRO ESPECIALIZADO PERNAMBUCO; COLEGIO SANTA BARBARA; SECRETARIA EDUCACAO ESTADO PE DERE RECIFE NORTE; PREFEITURA CIDADE RECIFE PCR; PREFEITURA MUNICIPAL JABOATAO DOS GUARARAPES; MINISTERIO EDUCACAO SECADUNESCO; SECRETARIA EDUCACAO PREFEITURA RECIFE; PORTIFOLIO PEDAGOGICO AS ESCOLAS RECIFE DESCOBRINDO SE NEGRAS; COOPERATIVA TRABALHO MULTIPLO APOIO AS ORGANIZACOES AUTO PROMOCAO; UNIVERSIDADE FEDERAL PERNAMBUCO; UFPE; PRADIME; ESCOLINHA ARTE RECIFE,ESCOLINHA ARTE RECIFE,1,1
603,14494249105252,5.0, , , ,6.0,16.0,PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; MINISTERIO PLANEJAMENTO ORCAMENTO GESTAO; MINISTERIO FAZENDA; INSTITUTO PESQUISA ECONOMICA APLICADA DF; UNIVERSIDADE FEDERAL JUIZ FORA; MINISTERIO MINAS ENERGIA; INSTITUTO EDUCACAO SUPERIOR BRASILIA,MINISTERIO MINAS ENERGIA,0,0
604,14503702470308,2.0, , , ,1.0,2.0,POLICIA MILITAR ESTADO SAO PAULO; AMERICANAS SHOPPING CENTER; HONG KONG SHANGAI BANK CORPORATION BAMERINDUS; GOVERNO ESTADO SAO PAULO,GOVERNO ESTADO SAO PAULO,0,0
605,14506797313888,2.0, , , ,1.0,2.0,UNIVERSIDADE CATOLICA PELOTAS,,0,0
606,14518932783876,1.0, , , ,1.0,1.0,MARINHA BRASIL; BUNGE BRASIL; PETROBRAS TRANSPORTE MATRIZ; DPG TECNOLOGIA SUSTENTABILIDADE LTDA ME; FACULDADES ALVORADA,DPG TECNOLOGIA SUSTENTABILIDADE LTDA ME,1,0
607,14538655403011,4.0, , , ,5.0,2.0,ORGAO DEFESA AO CONSUMIDOR PREFEITURA OLINDA; TRIBUNAL REGIONAL FEDERAL 5A REGIAO; PERNAMBUCO LABOR; UNIVERSIDADE CATOLICA PERNAMBUCO; ADVOGADO; ESCOLA SUPERIOR ADVOCACIA PROFESSOR RUY ANTUNES OAB PE; UNIDADE CARDIOLOGIA MATERNO FETAL; ASSOCIACAO CIRCULO CORACAO PERNAMBUCO,ESCOLA SUPERIOR ADVOCACIA PROFESSOR RUY ANTUNES OAB PE,1,0
608,14612342901001,5.0, , , ,2.0,5.0,FUNDACAO JOAQUIM NABUCO; GRUPO PESQUISA EDUCACAO SOCIEDADE; UNIVERSIDADE FEDERAL PERNAMBUCO; PROGRAMA POS GRADUACAO EM SOCIOLOGIA UFPE; GRADUACAO EM CIENCIAS SOCIAIS UFPE; NUCLEO PESQUISA ENSINO SOCIOLOGIA; MESTRADO PROFISSIONAL EM CIENCIAS SOCIAIS FUNDACAO JOAQUIM NABUCO; EDUCACAO A DISTANCIA UNIVERSIDADE FEDERAL PERNAMBUCO; UNIVERSIDADE PERNAMBUCO; ESCOLA REFERENCIA EM ENSINO MEDIO PADRE OSMAR NOVAES; TEXTOS GRADUADOS UNB; REVISTA TEXTOS GRADUADOS; SECRETARIA EDUCACAO PERNAMBUCO,TEXTOS GRADUADOS UNB,0,0
609,14678101581372,4.0, , , ,5.0,13.0,UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE FEDERAL JUIZ FORA; UNIVERSIDADE FEDERAL RIO JANEIRO,UNIVERSIDADE ESTADUAL CAMPINAS,0,1
610,14692223687736,4.0, , , ,2.0,6.0,ASSOCIACAO CRISTA MOCOS; UNIVERSIDADE FEDERAL RIO GRANDE SUL; UP IDIOMAS; CONJUNTO CAMARA PORTO ALEGRE; UNIVERSITY OF SURREY; REVISTA VORTEX; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; FUNDACAO PARA A CIENCIA A TECNOLOGIA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO,FUNDACAO PARA A CIENCIA A TECNOLOGIA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO,1,0
611,14747062548738,4.0, , , ,9.0,8.0,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL VILA NOVA; ESCOLA CENECISTA ENSINO MEDIO 1O JUNHO; UNIVERSIDADE VALE RIO DOS SINOS; PREFEITURA MUNICIPAL TAQUARA; SERVICO SOCIAL INDUSTRIA PAROBE RS; UNIVERSIDADE FEDERAL SANTA CATARINA; INSTITUICAO EVANGELICA NOVO HAMBURGO; INTERNATIONAL JOURNAL OF REFRIGERATION; PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C JOURNAL OF; CENTRO UNIVERSITARIO SERRA GAUCHA; EXPERIMENTAL THERMAL AND FLUID SCIENCE; INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; PLOS ONE,PLOS ONE,1,1
612,14755537333505,4.0, , , ,7.0,6.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; FUNDACAO FUTURO LEGIAO MIRIM; MEMORIAL REZENDE BARBOSA; FUNDACAO EDUCACIONAL MUNICIPIO ASSIS; UNIVERSIDADE FEDERAL MINAS GERAIS; UNIVERSIDAD LOS ANDES COLOMBIA; UNIVERSIDADE ESTADUAL GOIAS; REVISTA HISTORIA UEG; INSTITUTO NACIONAL MATA ATLANTICA; HISTORY RESEARCH; GT HISTORIA AMBIENTAL ANPUH REGIONAL GOIAS DISTRITO FEDERAL; UNIVERSIDADE FEDERAL RIO GRANDE NORTE,UNIVERSIDADE FEDERAL RIO GRANDE NORTE,1,1
