,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES
264,6350082498931,3.0, , , ,4.0,4.0,PRODUTOS ROCHE QUIMICOS FARMACEUTICOS SA; MERCK SA; ABBOTT SA; UNIVERSIDADE FEDERAL RIO JANEIRO; FUNDACAO OSWALDO CRUZ; LABORATORIO BRAVET; INSTITUTO TECNOLOGIA EM IMUNOBIOLOGICOSFUNDACAO OSWALDO CRUZ; JOURNAL OF MICROBIOLOGICAL METHODS,FUNDACAO OSWALDO CRUZ; INSTITUTO TECNOLOGIA EM IMUNOBIOLOGICOSFUNDACAO OSWALDO CRUZ; JOURNAL OF MICROBIOLOGICAL METHODS,0,1
265,6398308745834,3.0, , , ,3.0,5.0,UNIVERSIDADE FEDERAL LAVRAS; UNIVERSIDADE SAO PAULO; INSTITUTO SENAI INOVACAO EM SISTEMAS EMBARCADOS,UNIVERSIDADE FEDERAL LAVRAS,0,1
266,6405878274104,4.0, , , ,3.0,4.0,ASSOCIACAO ECOLOGICA DESENVOLVIMENTO SOCIAL ECONOMICO ECOS NATUREZA; FORNASIER PESQUISA DESENVOLVIMENTO; PREFEITURA MUNICIPAL PORTO ALEGRE; FUNDACAO PARA O DESENVOLVIMENTO RECURSOS HUMANOS; UNIVERSIDADE SANTA CRUZ SUL; COLEGIO NOTRE DAME; UNIVERSIDADE PASSO FUNDO; FACULDADE ANGLO AMERICANO; INSTITUTO FEDERAL SANTA CATARINA; DESENVOLVE REVISTA GESTAO UNILASALLE; TRIBUNAL JUSTICA RIO GRANDE SUL; UNIVERSIDADE VALE RIO DOS SINOS; UNIVERSIDAD AUTONOMA SAN LUIS POTOSI; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE SUL; REVISTA CIENCIAS SOCIAIS UNISINOS; POLITICA AMP TRABALHO UFPB IMPRESSO; REVISTA ELETRONICA INTERACOES SOCIAIS; UNIVERSIDADE FEDERAL PARAIBA; UNIVERSIDADE FEDERAL FRONTEIRA SUL; SECRETARIA EDUCACAO ESTADO RIO GRANDE SUL,SECRETARIA EDUCACAO ESTADO RIO GRANDE SUL,0,0
267,6459316446998,4.0, , , ,13.0,15.0,FUNDACAO EZEQUIEL DIAS; UNIVERSIDADE FEDERAL MINAS GERAIS; VALLEE MATRIZ; UNIVERSIDADE FEDERAL DOS VALES JEQUITINHONHA MUCURI CAMPUS JK; PREFEITURA MUNICIPAL BELO HORIZONTE; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO,UNIVERSIDADE FEDERAL DOS VALES JEQUITINHONHA MUCURI CAMPUS JK,1,1
268,6508445225643,4.0, , , ,4.0,2.0,UNIVERSIDADE ESTADO RIO JANEIRO; MINISTERIO EXERCITO; CURSO SUPERANDO DESAFIOS; NUCLEO ESTUDOS SOBRE GEOGRAFIA HUMANISTICA ARTES RIO JANEIRO; REVISTA LATINOAMERICANA CARIBENHA GEOGRAFIA HUMANIDADES,REVISTA LATINOAMERICANA CARIBENHA GEOGRAFIA HUMANIDADES,0,0
269,6537348818492,3.0, , , ,2.0,2.0,UNIVERSIDADE BRASILIA,UNIVERSIDADE BRASILIA,0,1
270,6548791243526,4.0, , , ,1.0,6.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; FACULDADE CIENCIAS TECNOLOGIA UNESP; UNIVERSIDADE TECNOLOGICA FEDERAL PARANA,UNIVERSIDADE TECNOLOGICA FEDERAL PARANA,0,1
271,6587020926298,4.0, , , ,22.0,26.0,UNIVERSIDADE FEDERAL MATO GROSSO SUL; UNIVERSIDADE ANHANGUERA UNIDERP; FACULDADE MEDICINA UFMS; HOSPITAL CANCER ALFREDO ABRAO CAMPO GRANDEMS; SOCIEDADE BRASILEIRA CIRURGIA CABECA PESCOCO,HOSPITAL CANCER ALFREDO ABRAO CAMPO GRANDEMS,0,0
272,6619785896896,3.0, , , ,3.0,8.0,UNIVERSIDADE CATOLICA PETROPOLIS; UNIVERSIDADE FEDERAL RIO JANEIRO; UNIVERSIDADE FEDERAL FLUMINENSE; CENTRO PESQUISAS ENERGIA ELETRICA; INSTITUTO EDUCACIONAL PROFESSOR ALAOR; COLEGIO ESTADUAL HERCILIA HENRIQUES MORETI; REVISTA EDUCACAO CIENCIAS MATEMATICA,REVISTA EDUCACAO CIENCIAS MATEMATICA,0,0
273,6652173513579,6.0, , , ,3.0,6.0,INSTITUTO NACIONAL PESQUISAS ESPACIAIS; ESCOLA ESTADUAL ENSINO MEDIO CILON ROSA; ESCOLA MUNICIPAL ENSINO BASICO PINHEIRO MACHADO; G10 PRE VESTIBULARES; UNIVERSIDADE FEDERAL SANTA MARIA; UNIVERSIDADE FEDERAL SANTA CATARINA; RICE UNIVERSITY; UNIVERSIDADE ESTACIO SA; SENAI DEPARTAMENTO REGIONAL SANTA CATARINA; INSTITUTO FEDERAL SANTA CATARINA,INSTITUTO FEDERAL SANTA CATARINA,1,1
274,6663359013097,4.0, , , ,1.0,3.0,UNIVERSIDADE EDUARDO MONDLANE; INSTITUTO SUPERIOR ARTES CULTURA; ESCOLA SECUNDARIA NOROESTE 1; ARQUIVO PATRIMONIO CULTURAL INSTITUTO INVESTIGACAO SOCIOCULTU,ESCOLA SECUNDARIA NOROESTE 1; ARQUIVO PATRIMONIO CULTURAL INSTITUTO INVESTIGACAO SOCIOCULTU,1,0
275,6668011607652,3.0, , , ,14.0,23.0,UNIVERSIDADE FEDERAL PARANA; PONTIFICIA UNIVERSIDADE CATOLICA PARANA; FACULDADE DIREITO CURITIBA; UNIVERSIDADE PARANAENSE; FACULDADES BRASIL; REVISTA FACULDADE DIREITO UNIVERSIDADE FEDERAL PARANA 0104 3315; REVISTA ELETRONICA ACADEMIA BRASILEIRA DIREITO CONSTITUCIONAL; REVISTOS ESTUDOS JURIDICOS SOCIAIS; REVISTA JURIDICA PROCURADORIA GERAL ESTADO PARANA; REVISTA BRASILEIRA DIREITO CIVIL RDBCIVIL; REVISTA BRASILEIRA DIREITO CIVIL,REVISTA BRASILEIRA DIREITO CIVIL RDBCIVIL,1,0
276,6669852273365,4.0, , , ,14.0,15.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; CENTRO UNIVERSITARIO RIO PRETO; FACULDADES INTEGRADAS BAURU; FUNDACAO EDUCAIONAL CULTURA SANTA FE SUL; MODULO CENTRO UNIVERSITARIO; ASSOCIACAO EDUC CULTURA NORTE PAULISTA; UNIVERSIDADE METODISTA PIRACICABA; REVISTA SOCIEDADE BRASILEIRA ATIVIDADE MOTORA ADAPTADA; MOTRIZ RIO CLARO; UNIVERSIDADE FEDERAL CEARA; ADAPTA RIO CLARO; MOTRIZ REVISTA EDUCACAO FISICA ONLINE; COLEGIO BATISTA BAURU; ASSOCIACAO PAIS AMIGOS AGUDOS; UNIVERSIDADE ESTADUAL PONTA GROSSA; UNIVERSIDADE FEDERAL PARANA; REVISTA ABPN,REVISTA ABPN,0,0
277,6671982315945,5.0, , , ,1.0,4.0,COLEGIO LOGOS; CENTRO REABILITACAO RECUPERACAO VALPARAISO; CENTRO PREVENCAO RECUPERACAO CIDADE OCIDENTAL; CENTRO MUNICIPAL TERAPIA OCUPACIONAL; FACULDADE SENA AIRES; UNIVERSIDADE BRASILIA; CENTRO EQUESTRE CAVALEIROS SAO JORGE; UNIEURO,UNIEURO,0,0
278,6698390592959,2.0, , , ,17.0,3.0,PROGRAMA EDUCACAO TUTORIAL; REDE FITOCERRADO; UNIVERSIDADE FEDERAL UBERLANDIA; HERBARIUM UBERLANDENSE UNIVERSIDADE FEDERAL UBERLANDIA,HERBARIUM UBERLANDENSE UNIVERSIDADE FEDERAL UBERLANDIA,0,0
279,6708662950964,2.0, , , ,46.0,20.0,UNIVERSIDADE REGIAO CAMPANHA; UNIVERSIDADE SANTA CRUZ SUL; CENTRO UNIVERSITARIO FEEVALE; GESTAO DESENVOLVIMENTO NOVO HAMBURGO 1807 5436; UNIVERSIDADE EXTREMO SUL CATARINENSE; REVISTA ECO POS; COMUNICACAO MIDIA CONSUMO SAO PAULO IMPRESSO; UNIVERSIDADE FEEVALE; EM QUESTAO UFRGS IMPRESSO; ANIMUS SANTA MARIA; REVISTA LATINOAMERICANA CIENCIAS LA COMUNICACION; PONTIFICIA UNIVERSIDADE CATOLICA RIO GRANDE SUL; INICIACOM REVISTA BRASILEIRA INICIACAO CIENTIFICA EM COMUNICACAO SOCIA,PONTIFICIA UNIVERSIDADE CATOLICA RIO GRANDE SUL,0,1
280,6737868025626,2.5, , , ,1.0,3.0,EMBRAPA CAFE; INSTITUTO PESCA; UNIVERSIDADE SANTA CECILIA; CENTRO AQUICULTURA UNESP; INSTITUTO NACIONAL PESQUISAS AMAZONIA; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO,INSTITUTO NACIONAL PESQUISAS AMAZONIA,1,0
281,6749804556965,3.5, , , ,16.0,21.0,UNIVERSIDADE FEDERAL GOIAS; PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR; UNIVERSIDAD CENTRAL DEL ECUADOR; INDIANA UNIVERSITY; INDIANA UNIVERSITY PURDUE UNIVERSITY; PONTIFICIA UNIVERSIDADE CATOLICA GOIAS; PHILOSOPHOS UFG CESSOU EM 2000 CONT ISSN 1982 2928 REVISTA PHILOSOPHOS,PHILOSOPHOS UFG CESSOU EM 2000 CONT ISSN 1982 2928 REVISTA PHILOSOPHOS,1,0
282,6765497815684,4.0, , , ,5.0,5.0,UNIVERSIDADE ESTADUAL MARANHAO; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; SEMPRE VERDE; PROATIVA; SECRETARIA AGRICULTURA FAMILIAR,SECRETARIA AGRICULTURA FAMILIAR,0,0
283,6785165103677,4.0, , , ,3.0,18.0,EMPRESA REFRIGERADORES CONSUL S A; CELTEC ELETRONICA INDUSTRIAL LTDA; UNIVERSIDADE FEDERAL SANTA CATARINA; SOCIEDADE LAGENA EDUCACAO SLE; CENTRO FEDERAL EDUCACAO TECNOLOGICA SANTA CATARINA; FACULDADE ESTACIO SA SANTA CATARINA; REVISTA PAPIRUS REVISTA ESTACIO CIENCIAS SOCIAIS APLICADAS; INSTITUTO FEDERAL SANTA CATARINA; REVISTA ILHA DIGITAL,FACULDADE ESTACIO SA SANTA CATARINA,1,0
284,6793524224802,4.0, , , ,16.0,12.0,UNIVERSIDADE FEDERAL MATO GROSSO; UNIVERSIDADE FEDERAL PARA,UNIVERSIDADE FEDERAL PARA,0,1
285,6818792742794,4.0, , , ,5.0,4.0,UNIVERSIDADE FEDERAL TRIANGULO MINEIRO; LABORATORIO ANALISES CLINICAS SIQUEIRA; UNIVERSIDADE FEDERAL ABC; MCMASTER UNIVERSITY,UNIVERSIDADE FEDERAL ABC; MCMASTER UNIVERSITY,1,1
286,6818807881692,4.0, , , ,12.0,8.0,UNIVERSIDADE FEDERAL UBERLANDIA; ASSOCIACAO BRASILEIRA ODONTOLOGIA SECAO MINAS GERAIS UBERLANDIA; UDF CENTRO UNIVERSITARIO; UNIVERSIDADE RIO VERDE; REVISTA APCD,REVISTA APCD,0,0
287,6827895405871,4.0, , , ,3.0,4.0,GRUPO ESTUDOS EM ECONOMIA INDUSTRIAL; UNIVERSIDADE ESTADUAL CAMPINAS; INTERNATIONAL JOURNAL OF TECHNOLOGICAL LEARNING INNOVATION AND DEVELOPMENT; REVISTA BRASILEIRA INOVACAO,INTERNATIONAL JOURNAL OF TECHNOLOGICAL LEARNING INNOVATION AND DEVELOPMENT; REVISTA BRASILEIRA INOVACAO,0,0
288,6834985461822,6.0, , , ,46.0,31.0,UNIVERSIDADE FEDERAL MINAS GERAIS,,0,0
289,6881559394130,4.0, , , ,9.0,11.0,UNIVERSIDADE FEDERAL GOIAS; SERVICO NACIONAL APRENDIZAGEM RURAL; PONTIFICIA UNIVERSIDADE CATOLICA GOIAS; UNIVERSIDADE ESTADUAL GOIAS; FACULDADE MONTES BELOS; FUNDACAO EDUCACIONAL GOIAS; REVISTA ELETRONICA FACULDADE LIONS; FACULDADE LIONS; PRODUCAO ACADEMICA; PROGRAMA PROPRIO BOLSAS UEG; ANAIS IV ENCONTRO PESQUISA EXTENSAO; FRAGMENTOS CULTURA; GUIA ESTUDANTE; GUIA FACULDADE,GUIA FACULDADE,1,0
290,6953226773361,4.0, , , ,4.0,6.0,PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; FACULDADES FILOSOFIA BEBEDOURO; PUC SP; UNIVERSIDADE ESTADUAL ESTADO MINAS GERAIS; ACADEMIA RIBEIRAOPRETANA EDUCACAO; COC SISTEMA ENSINO; UNICOC UNIAO CURSOS SUPERIORES COC LTDA; INSTITUICAO EDUCACIONAL TERRA UVA LTDA; FACULDADES COC INSTITUTO SUPERIOR ENSINO COC; SECRETARIA EDUCACAO RIBEIRAO PRETO; REVISTA CENTRO UNIVERSITARIO BARAO MAUA; FACULDADE LETRAS UNIVERSIDADE PORTO; MEMBRO CONSELHO EDITORIAL ABED; REVISTA BRASILEIRA APRENDIZAGEM ABERTA A DISTANCIA; REVISTA MULTIDISCIPLINAR INICIACAO CIENTIFICA UNISEB; MEMBRO COMITE CIENTIFICO 21O CIAED CONGRESSO INTERNACIONAL ABED DE; IX SIMPOSIO CURSO DIREITO CENTRO UNIVERSITARIO BARAO MAUA; CENTRO UNIVERSITARIO ESTACIO RIBEIRAO PRETO; CENTRO UNIVERSITARIO BARAO MAUA; CONGRESSO INTERNACIONAL EDUCACAO TECNOLOGIA ENCONTRO PESQUISADORE; CONGRESSO INTERNACIONAL EDUCACAO TECNOLOGIAS NO ENCONTRO PESQUISA,CONGRESSO INTERNACIONAL EDUCACAO TECNOLOGIAS NO ENCONTRO PESQUISA,0,0
291,7015861729239,4.0, , , ,5.0,4.0,UNIVERSIDADE FEDERAL FLUMINENSE; CENTRO ESTUDOS SEGURANCA CIDADANIA; NUCLEO ENSINO PESQUISA EXTENSAO ADM INSTITUCIONAL CONFLITOS; UNIVERSIDADE ESTADO RIO JANEIRO; MINISTERIO PUBLICO ESTADO RIO JANEIRO; LABORATORIO ESTUDOS SOBRE CONFLITO CIDADANIA SEGURANCA PUBLICAUFF; PREFEITURA MUNICIPAL NITEROI; LABORATORIO ANALISE VIOLENCIAUERJ,LABORATORIO ESTUDOS SOBRE CONFLITO CIDADANIA SEGURANCA PUBLICAUFF,0,0
292,7062758838949,4.0, , , ,12.0,8.0,COLEGIO ALCANCE; INSTITUTO SAMUEL GRAHAM JATAI GO; ITINERARIUS REFLECTIONIS ONLINE; FUNDACAO EDUCACIONAL JATAI; ASSOCIACAO JATAIENSE EDUCACAO; CENTRO EDUCACIONAL IMPACTO; EDUCANDARIO CANTINHO TERNURA; UNIVERSIDADE FEDERAL GOIAS; CAMPUS JATAI UNIVERSIDADE FEDERAL GOIAS; REVISTA ELETRONICA ITINERARIUS REFLECTIONIS; INSTITUTO FEDERAL GOIAS; INSTITUTO FEDERAL GOAINO,INSTITUTO FEDERAL GOAINO,1,0
293,7065051201809,4.0, , , ,11.0,6.0,UNIVERSIDADE FEDERAL MATO GROSSO; CENTRO FEDERAL EDUCACAO TECNOLOGICA CUIABA; UNIVERSIDADE SAO PAULO; FRONTIERS IN ENVIRONMENTAL SCIENCE,UNIVERSIDADE SAO PAULO,0,1
294,7105055712212,5.0, , , ,14.0,20.0,UNIVERSIDADE SAO PAULO; CENTRO NACIONAL PESQUISA EM ENERGIA MATERIAIS; UNIVERSIDADE ESTADUAL CAMPINAS; USP INSTITUTO QUIMICA; ESCOLA TECNICA OSWALDO CRUZ; UNIVERSIDADE FEDERAL JUIZ FORA; ESCOLA EDUCACAO INFANTIL BARAO TEFFE; FACULDADES OSWALDO CRUZ; UNICAMP INSTITUTO BIOLOGIA; FUNDACAO BUTANTAN,FUNDACAO BUTANTAN,0,0
295,7154662253526,3.0, , , ,1.0,3.0,PREFEITURA MUNICIPAL VITORIA; FACULDADE ESTACIO SA; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA ESPIRITO SANTO; UNIVERSIDADE FEDERAL ESPIRITO SANTO; PROGRAMA POS GRADUACAO EM ENSINO EDUCACAO BASICA FORMACAO PROF,UNIVERSIDADE FEDERAL ESPIRITO SANTO; PROGRAMA POS GRADUACAO EM ENSINO EDUCACAO BASICA FORMACAO PROF,0,1
296,7169647586216,5.0, , , ,10.0,5.0,,,0,0
297,7194887778602,3.0, , , ,10.0,8.0,UNIVERSIDADE PARANAENSE; GRALHA AZUL TURISMO; LANGUAGE TUITION; PARK CITY MOUNTAIN RESORT; UNIVERSIDADE FEDERAL MATO GROSSO SUL; REVISTA TURISMO VISAO ACAO; REVISTA ATELIE TURISMO; ATELIE TURISMO UFMS; DIRETORIO CENTRAL DOS ESTUDANTES UEMS,DIRETORIO CENTRAL DOS ESTUDANTES UEMS,0,0
298,7198338638095,5.0, , , ,12.0,6.0,BIOASESORES COLOMBIA; CONSERVATION LEADERSHIP PROGRAMME; INSTITUTO INVESTIGACION ALEXANDER VON HUMBOLDT UNIVERSIDAD DEL VALLE; UNIVERSIDAD DEL VALLE; FUNDACION DANZA Y VIDA; HERPETOLOGICAL JOURNAL; HERPETOLOGICAL NOTES; ANNALS OF THE BRAZILIAN ACADEMY OF SCIENCES; ANIMAL BEHAVIOR; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; CORNELL UNIVERSITY; UNIVERSIDAD SAN FRANCISCO QUITO; COPEIA; ANNUAL RESEARCH AMP REVIEW IN BIOLOGY; REVISTA LATINOAMERICANA HERPETOLOGIA; UNIVERSITAT BERN,REVISTA LATINOAMERICANA HERPETOLOGIA; UNIVERSITAT BERN,1,0
299,7203552115915,5.0, , , ,2.0,17.0,UNIVERSIDADE FEDERAL SAO CARLOS; UNIVERSIDADE PRESBITERIANA MACKENZIE; COLEGIO TECNICO CAMPINAS UNICAMP; INSTITUTO PESQUISAS ENERGETICAS NUCLEARES,INSTITUTO PESQUISAS ENERGETICAS NUCLEARES,0,0
300,7250748699766,3.0, , , ,9.0,3.0,UNIVERSIDADE FEDERAL SANTA MARIA; UNIVERSIDADE FEDERAL SANTA MARIA EAD REGESD; UNIVERSIDADE FEDERAL SANTA MARIA EADUAB; COLEGIO CORONEL PILAR; UNIVERSIDADE FEDERAL PAMPA,UNIVERSIDADE FEDERAL PAMPA,0,0
301,7278260015680,4.0, , , ,1.0,4.0,ESCOLA MUSICA ENSAIO GERAL; UNIVERSIDADE FEDERAL GOIAS; SERVICO SOCIAL COMERCIO PR; UNIVERSIDADE ESTADUAL PARANA; UNIVERSIDADE ESTADUAL PARANA CAMPUS CURITIBA I,UNIVERSIDADE ESTADUAL PARANA CAMPUS CURITIBA I,0,0
302,7309558346329,4.0, , , ,4.0,6.0,CENTRO MEDICINA IDOSO HOSPITAL UNIVERSITARIO BRASILIA; CENTRO ATENDIMENTO ESTUDOS PSICOLOGICOS UNB; UNIVERSIDADE BRASILIA; CENTRO UNIVERSITARIO PADRE ANCHIETA,CENTRO UNIVERSITARIO PADRE ANCHIETA,0,1
303,7315610864809,5.0, , , ,17.0,28.0,UNIVERSIDADE ESTADUAL SANTA CRUZ; UNIVERSIDADE ESTADUAL SUDOESTE BAHIA; UNIVERSIDADE FEDERAL SANTA CATARINA; CADERNO BRASILEIRO ENSINO FISICA; REEC REVISTA ELECTRONICA ENSENANZA LAS CIENCIAS,REEC REVISTA ELECTRONICA ENSENANZA LAS CIENCIAS,0,0
304,7330864056046,2.0, , , ,4.0,18.0,,,0,0
305,7332204631197,4.0, , , ,43.0,25.0,CENTRO PESQUISAS ENERGIA ELETRICA; UNIVERSIDADE CATOLICA PETROPOLIS; J A ROSA ENGENHARIA; UNIVERSIDADE FEDERAL MINAS GERAIS; CENTRO UNIVERSITARIO BELO HORIZONTE; CENTRO FEDERAL EDUCACAO TECNOLOGICA MINAS GERAIS; UNIVERSIDADE FEDERAL SAO JOAO DEL REI; INSTITUTO NACIONAL ENERGIA ELETRICA; JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS; ELECTRIC POWER SYSTEMS RESEARCH PRINT; FUNDACAO AMPARO A CIENCIA TECNOLOGIA ESTADO PERNAMBUCO; IET GENERATION TRANSMISSION AMP DISTRIBUTION; IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY; INTERNATIONAL JOURNAL OF ELECTRICAL POWER AND ENERGY SYSTEMS ENGINEERING; IEEE TRANSACTIONS ON POWER DELIVERY; INTERNATIONAL JOURNAL OF ELECTRICAL POWER AND ENERGY SYSTEMS; UNIVERSITY OF TORONTO; SIMPOSIO BRASILEIRO MICROONDAS OPTOELETRONICA CONGRESSO BRASILEIRO D,UNIVERSITY OF TORONTO; SIMPOSIO BRASILEIRO MICROONDAS OPTOELETRONICA CONGRESSO BRASILEIRO D,1,1
306,7362814849903,3.0, , , ,9.0,3.0,INSTITUTO NACIONAL PESQUISAS ESPACIAIS,,0,0
307,7370695941241,4.0, , , ,1.0,5.0,COMPANHIA SIDERURGICA NACIONAL; COMPANHIA BRASILEIRA PROJETOS INDUSTRIASI; CENTRO UNIVERSITARIO VOLTA REDONDA; FUNDACAO EDUCACIONAL SEVERINO SOMBRA; COMPANHIA SIDERURGICA GUANABARA; UNIVERSIDADE ESTADO RIO JANEIRO,COMPANHIA SIDERURGICA NACIONAL,0,0
308,7377363118226,2.0, , , ,1.0,2.0,,,0,0
309,7427062245195,2.0, , , ,79.0,27.0,WORLD HEALTH ORGANIZATION; REVISTA BRASILEIRA PSIQUIATRIA SAO PAULO; ARCHIVES OF SUICIDE RESEARCH; SUICIDE AMP LIFE THREATENING BEHAVIOR; BULLETIN OF THE WORLD HEALTH ORGANIZATION 0042 9686; BRITISH JOURNAL OF PSYCHIATRY; REVISTA SAUDE PUBLICA JOURNAL OF PUBLIC HEALTH; ARQUIVOS CLINICA PINEL; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; REVISTA PANAMERICANA SALUD PUBLICA IMPRESA PAN AMERICAN JOURNAL OF P; GRIFFITH UNIVERSITY; REVISTA LABORATIVA RELAB; PSYCHIATRY RESEARCH PRINT; CRISIS TORONTO; LANCET BRITISH EDITION; INTERNATIONAL JOURNAL OF LAW CRIME AND JUSTICE; GENERAL HOSPITAL PSYCHATRY; COMPREHENSIVE PSYCHIATRY PRINT; INJURY; SOCIAL SCIENCE AND MEDICINE; THE LANCET GLOBAL HEALTH; REVISTA BRASILEIRA SAUDE OCUPACIONAL; REVISTA BRASILEIRA PSIQUIATRIA SAO PAULO 1999 IMPRESSO; PROGRESS IN NEUROPSYCHOPHARMACOLOGY AMP BIOLOGICAL PSYCHIATRY; SHANGHAI ARCHIVES OF PSYCHIATRY IMPRESSO; CLARETIANOS RIBEIRAO PRETO; JAMA; CADERNOS SAUDE PUBLICA; SECRETARIA ESTADUAL EDUCACAO SAO PAULO; SECRETARIA JUSTICA CIDADANIA SAO PAULO; REDE PROTECAO A VIDA; CONSELHO ESTADUAL POLITICAS SOBRE DROGAS SP; JUNTA NACIONAL ALCOOLICOS ANONIMOS,JAMA; CADERNOS SAUDE PUBLICA; JUNTA NACIONAL ALCOOLICOS ANONIMOS,1,0
310,7431938530391,4.0, , , ,25.0,13.0,UNIVERSIDADE FEDERAL PARANA; FACULDADE CENECISTA PRESIDENTE KENNEDY; FACULDADE RADIAL CURITIBA; NORTH AMERICAN ASSOCIATION FOR CONSUMER RESEARCH; CENTRO UNIVERSITARIO INTERNACIONAL; BANCO BRASIL; TECHNOLOGICAL MANAGERIAL AND ORGANIZATIONAL CORE COMPETENCIES; PONTIFICIA UNIVERSIDADE CATOLICA PARANA; RAE ELETRONICA ONLINE; BAR BRAZILIAN ADMINISTRATION REVIEW; RAC REVISTA ADMINISTRACAO CONTEMPORANEA ONLINE; ENCONTRO MARKETING ANPAD EMA; ENANPAD; REVISTA ORGANIZACAO SISTEMICA; MARKETING INTELLIGENCE AND PLANNING; EUROPEAN JOURNAL OF MARKETING; ECOLE DES HAUTES ETUDES COMMERCIALES MONTREAL; JOURNAL OF RETAILING AND CONSUMER SERVICES; REMARK REVISTA BRASILEIRA MARKETING; JOURNAL OF CONSUMER BEHAVIOUR; BASE SAO LEOPOLDO ONLINE; INTERNATIONAL JOURNAL OF CONSUMER STUDIES; CONSUMER BEHAVIOR REVIEW CBR,ENCONTRO MARKETING ANPAD EMA; JOURNAL OF CONSUMER BEHAVIOUR; INTERNATIONAL JOURNAL OF CONSUMER STUDIES,1,1
311,7453837883576,3.0, , , ,13.0,4.0,UNIVERSIDADE FEDERAL MINAS GERAIS; HOSPITAL METROPOLITANO DR CELIO CASTRO; FUNDACAO HOSPITALAR ESTADO MINAS GERAIS,HOSPITAL METROPOLITANO DR CELIO CASTRO,0,0
312,7454091111399,4.0, , , ,3.0,1.0,SOCIEDADE PARANAENSE CULTURA; PONTIFICIA UNIVERSIDADSE CATOLICA PARANA; REVISTA ESTUDOS COMUNICACAO IMPRESSO; CONEXOES REVISTA RELACOES PUBLICAS COMUNICACAO ORGANIZ,,0,0
