,IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacoesEmIESInternacional,UltimaFiliacaoEmIES,ListaIESInternacional,PrimeiraArea,PrimeiraAreaNumeric
794,1023155204772159,4.0,0,CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,1,25.0,25.0,CENTRO UNIVERSITARIO MOURA LACERDA; BIOCONTROL SISTEMA CONTROLE BIOLOGICO LTDA; REVISTA BRASILEIRA FRUTICULTURA; NEOTROPICAL ENTOMOLOGY; BUG AGENTES CONTROLE BIOLOGICO SA; CONSELHO REGIONAL ENGENHARIA ARQUITETURA AGRONOMIA SP; GRAVENA MANEJO ECOLOGICO CONTROLE PRAGA AGRICOLAS; FACULDADE CIENCIAS AGRARIAS VETERINARIAS; UNIVERSIDADE FEDERAL PARANA; CENTRO UNIVERSITARIO FUNDACAO EDUCACIONAL BARRETOS; UNIVERSIDADE SAO PAULO; FACILE EDITORA ANALISES TECNICAS LTDA; GBIO REVISTA CONTROLE BIOLOGICO; OCCASIO EDITORA ANALISES TECNICAS LTDA,UNIVERSIDADE SAO PAULO; OCCASIO EDITORA ANALISES TECNICAS LTDA,1,1,BR/ES/BR/BR/BR,CIENCIAS AGRARIAS,2
795,1023163262710525,3.0,1,CIENCIAS SOCIAIS APLICADAS,0,17.0,9.0,CENTRO UNIVERSITARIO PATOS MINAS UNIPAM; JURISVOX PATOS MINAS; CARTILHA CIDADAO; FACULDADE DIREITO UFMG; UNIVERSIDADE JOSE ROSARIO VELLANO; AGENCIA DESENVOLVIMENTO REGIAO METROPOLITANA BELO HORIZONTE; REVISTA TRIBUNAL CONTAS MG; REVISTA TRIBUNAL CONTAS ESTADO MINAS GERAIS; REVISTA FACTU CIENCIA; FUNDACAO GETULIO VARGAS; TRIBUNAL JUSTICA MINAS GERAIS; REVISTA DIREITO UFV; REVISTA SCIENTIA GENERALIS,REVISTA SCIENTIA GENERALIS,1,0,BR/BR/BR/VE,CIENCIAS SOCIAIS APLICADAS,5
796,1023198477094559,5.0,0,LINGUISTICA LETRAS E ARTES,1,5.0,16.0,CENTRO REGIONAL UNIVERSITARIO ESPIRITO SANTO PINHAL; EPA ESTUDOS PORTUGUESES AFRICANOS; REVISTA PROA; FUNDACAO PADRE ANCHIETA; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE SAO PAULO; MINISTERIO EDUCACAO; UNIVERSIDADE ANHANGUERA SAO PAULO; COLEGIO ANGLO CAMPINAS,MINISTERIO EDUCACAO,0,0,BR/BR/BR/BR,LINGUISTICA LETRAS E ARTES,7
797,1023215520512386,5.0,0,CIENCIAS HUMANAS,1,11.0,9.0,SANTA CASA MISERICORDIA JUIZ FORA; UNIVERSIDADE FEDERAL JUIZ FORA; CENTRO POLITICAS PUBLICAS AVALIACAO EDUCACAO; AVALIACAO PSICOLOGICA IMPRESSO; UNIVERSIDADE SAO FRANCISCO; PEARSON ASSESSMENT TALENTLENS; TEMAS EM PSICOLOGIA RIBEIRAO PRETO; FRONTIERS IN PSYCHOLOGY; HOGREFE CETEPP; REVISTA BRASILEIRA PSIQUIATRIA; REVISTA PSICOLOGIA TEORIA PRATICA ONLINE; META COGNITIV TECNOLOGIA,REVISTA BRASILEIRA PSIQUIATRIA; REVISTA PSICOLOGIA TEORIA PRATICA ONLINE; META COGNITIV TECNOLOGIA,0,1,BR/BR,CIENCIAS HUMANAS,6
798,1023253855166881,3.0,1,LINGUISTICA LETRAS E ARTES; CIENCIAS HUMANAS,1,1.0,3.0,UNIVERSIDADE SANTO AMARO; FACULDADES METROPOLITANAS UNIDAS; UNIVERSIDADE PRESBITERIANA MACKENZIE; SERVICO SOCIAL INDUSTRIA,SERVICO SOCIAL INDUSTRIA,0,0,BR/BR/BR,LINGUISTICA LETRAS E ARTES,7
799,1023310738730000,4.0,1,CIENCIAS EXATAS E DA TERRA,0,60.0,29.0,UNIVERSIDAD LA HABANA; UNIVERSIDADE FEDERAL SAO CARLOS; UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; PHYSICAL REVIEW B CONDENSED MATTER AND MATERIALS PHYSICS; REVISTA CIENCIAS EXATAS NATURAIS; REVISTA BRASILEIRA ENSINO FISICA; PHYSICA LOW DIMENSIONAL SYSTEMS AND NANOSTRUCTURES; BOLEMA RIO CLARO; JOURNAL OF APPLIED PHYSICS; PHYSICAL REVIEW LETTERS PRINT; APPLIED PHYSICS LETTERS; PHYSICS OF PLASMAS; INTERNATIONAL JOURNAL OF MODERN PHYSICS C; UNIVERSIDADE ESTADUAL CAMPINAS; UNIVERSIDADE SAO PAULO; SUPERLATTICES AND MICROSTRUCTURES; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; REVISTA COLOMBIANA FISICA; REVISTA DIGITAL UNIVERSITARIA; REVISTA ELETRONICA PAULISTA MATEMATICA; SMALL; PHYSICA STATUS SOLIDI B BASIC RESEARCH; MOMENTO REVISTA FISICA; COORDENACAO APERFEICOAMENTO PESSOAL NIVEL SUPERIOR; OPTICS AND LASER TECHNOLOGY; UNIVERSITY OF WOLLONGONG; OPTICS LETTERS; JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B OPTICAL PHYSICS,OPTICS LETTERS; JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B OPTICAL PHYSICS,1,1,BR/BR/BR/BR/PK/AU,CIENCIAS EXATAS E DA TERRA,1
800,1023314407430475,3.0,1,CIENCIAS DA SAUDE,1,20.0,11.0,CENTRO UNIVERSITARIO ITAJUBA; ESCOLA ENFERMAGEM RIBERAO PRETO; UNIVERSIDADE FRANCA; FACULDADE MEDICINA RIBERAO PRETO UNIVERSIDADE SAO PAULO; CADERNOS POS GRADUACAO EM DISTURBIOS DESENVOLVIMENTO ONLINE; UNIVERSIDADE PORTO; UNIVERSIDADE FEDERAL ITAJUBA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FACULDADE VERTICE; ASSOCIACAO DOCENTES UNIVERSIDADE ESTACIO SA; UNIVERSIDADE ESTACIO SA; SAUDE CEAM CLINICA ESPECIALIZADA ASSISTENCIA MEDICA; SANTA CASA MISERICORDIA ITAJUBA,SAUDE CEAM CLINICA ESPECIALIZADA ASSISTENCIA MEDICA; SANTA CASA MISERICORDIA ITAJUBA,1,1,BR/BR/PT/BR,CIENCIAS DA SAUDE,4
801,1023316827546491,5.0,0,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,5.0,14.0,ESCOLA POLITECNICA UNIVERSIDADE SAO PAULO; UNIVERSIDADE PAULISTA; UNIVERSIDADE CRUZEIRO SUL; CENTRO UNIVERSITARIO ESTACIO SAO PAULO,CENTRO UNIVERSITARIO ESTACIO SAO PAULO,0,1,BR/BR/BR,CIENCIAS EXATAS E DA TERRA,1
802,1023348095460469,3.0,1,CIENCIAS SOCIAIS APLICADAS,1,5.0,4.0,UNIVERSIDADE FEDERAL PARANA; HOSPITAL SANTA CASA MISERICORDIA CURITIBA; CLINICA ANNA ASLAN MEDICINA PREVENTIVA; KAMPL LABORATORIOS METROLOGIA; PONTIFICIA UNIVERSIDADE CATOLICA PARANA; FAE CENTRO UNIVERSITARIO; INNOVATION AND MANAGEMENT REVIEW; REVISTA ENSINO PESQUISA EM ADMINISTRACAO ENGENHARIA; DTCOM; UNIFACEAR; UNIBRASIL,UNIFACEAR; UNIBRASIL,0,1,BR/BR/BR/BR,CIENCIAS SOCIAIS APLICADAS,5
803,1023375222887639,5.0,0,CIENCIAS EXATAS E DA TERRA,1,1.0,5.0,UNIVERSIDADE FEDERAL CEARA; UNIVERSIDADE FEDERAL CARIRI,UNIVERSIDADE FEDERAL CARIRI,0,1,BR/BR,CIENCIAS EXATAS E DA TERRA,1
804,1023375603128771,5.0,1,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS,1,9.0,8.0,INSTITUTO NACIONAL CANCER; UNIVERSIDADE FEDERAL RIO GRANDE NORTE; UNIVERSIDADE POTIGUAR UNP; HEMOCENTRO DALTON CUNHA; LABORATORIO CENTRO ENDOCRINOLOGIA NATAL; LABORATORIO FLEURY HOSPITAL SAO LUCAS; LABORATORIO ANALISES CLINICAS SANTA RITA CASSIA; LABORATORIO ANALISES CLINICAS SANTA EIZA; DROGARIA SEMEAR; DROGARIA MICHELLE; DERMAGE FARMACIA MANIPULACAO; DROGARIA MURIFARMA; FARMACIA SEMPRE VIVA; FARMACIA VASTOKI; DROGARIA FARMALIG; FARMACIA SANTO ANTONIO; DROGARIA MURIFARMA LTDA,HEMOCENTRO DALTON CUNHA,1,1,BR/BR/US,CIENCIAS DA SAUDE,4
805,1023389350689744,4.0,1,CIENCIAS AGRARIAS,1,13.0,2.0,UNIVERSIDADE FEDERAL UBERLANDIA; PREFEITURA MUNICIPAL CAMPINA VERDE; BRAZILIAN JOURNAL OF VETERINARY RESEARCH AND ANIMAL SCIENCE; CIENCIA ANIMAL BRASILEIRA ONLINE; VETERINARIA NOTICIAS,PREFEITURA MUNICIPAL CAMPINA VERDE,0,0,BR,CIENCIAS AGRARIAS,2
806,1023410173432818,4.0,1,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,1,7.0,6.0,UNIVERSIDADE FEDERAL RIO GRANDE SUL; DISTRIBUIDORA PRODUTOS PETROLEO IPIRANGA; COMPANHIA BRASILEIRA PETROLEO IPIRANGA; CAIXA ECONOMICA FEDERAL; RECADM REVISTA ELETRONICA CIENCIA ADMINISTRATIVA; INSTITUTO FEDERAL SUL RIO GRANDENSE; FACULDADE CENECISTA OSORIO; INSTITUTO BRASILEIRO GESTAO NEGOCIOS; READ REVISTA ELETRONICA ADMINISTRACAO PORTO ALEGRE ONLINE; ESTUDOS INTERDISCIPLINARES SOBRE O ENVELHECIMENTO; PSICOLOGIA TEORIA PRATICA IMPRESSO; INSTITUTO FEDERAL EDUCACAO CIENCIA TECNOLOGIA RIO GRANDE SUL; IFRS FOMENTO INTERNO,IFRS FOMENTO INTERNO,0,0,BR/BR/BR,CIENCIAS SOCIAIS APLICADAS,5
807,1023455022653266,3.0,0,CIENCIAS EXATAS E DA TERRA,0,1.0,3.0,UNIVERSIDADE AVEIRO, ,0,0,,CIENCIAS EXATAS E DA TERRA,1
808,1023505011728861,4.0,1,CIENCIAS EXATAS E DA TERRA,1,4.0,9.0,UNIVERSIDADE FEDERAL UBERLANDIA; UNIVERSIDADE BRASILIA; INSITUTE BIOLOGIE PHYSICO CHIMIQUE; COLEGIO ALUB; CENTRO ENSINO GISNO; CENTRO ENSINO MEDIO SETOR LESTE; SECRETARIA EDUCACAO DISTRITO FEDERAL,SECRETARIA EDUCACAO DISTRITO FEDERAL,0,1,BR/BR/BR,CIENCIAS EXATAS E DA TERRA,1
809,1023512593340572,2.0,1,CIENCIAS DA SAUDE,0,3.0,1.0,HOSPITAL SANTA LUCIA; HOSPITAL PEDRO SANCHES; SERVICO NACIONAL APRENDIZAGEM COMERCIAL SENAC MINAS; IMPLAR; FACULDADE PITAGORAS POCOS CALDAS; POLICIA MILITAR ESTADO MINAS GERAIS; HOSPITAL CAMPANHA POCOS CALDAS MG; IRMANDADE SANTA CASA POCOS CALDAS,HOSPITAL CAMPANHA POCOS CALDAS MG; IRMANDADE SANTA CASA POCOS CALDAS,1,1,IT/BR/BR,CIENCIAS DA SAUDE,4
810,1023518988056325,3.0,0,CIENCIAS SOCIAIS APLICADAS,0,5.0,5.0,UNIVERSIDADE SANTA URSULA; ELEVADORES OTIS; PNM CONSULTORIA EMPRESARIAL; INSTITUTO METODISTA BENNETT; FACULDADE MACHADO SOBRINHO; CENTRO ESTUDOS PESSOAL EXERCITO; OTIS CO LATIN AMERICAN OPERATIONS; PNM CONSULTORIA EMPRESARIAL LTDA,FACULDADE MACHADO SOBRINHO,1,1,BR/US/BR,CIENCIAS SOCIAIS APLICADAS,5
811,1023521805589135,4.0,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,48.0,34.0,UNIVERSIDADE FEDERAL RIO JANEIRO; CADERNOS METROPOLE PUCSP; BAHIA ANALISE AMP DADOS; INSTITUTO PESQUISA PLANEJAMENTO URBANO REGIONAL; INSTITUTO CIENCIAS SOCIAIS UNIVLISBOA; METROPOLIS REVISTA ELETRONICA ESTUDOS URBANOS REGIONAIS; ELITES AND DEMOCRACY; UNIVERSIDADE ESTADUAL NORTE FLUMINENSE DARCY RIBEIRO, ,0,0,BR/BR/BR,CIENCIAS SOCIAIS APLICADAS,5
812,1023527914463601,4.0,0,CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,1,121.0,20.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; ACTA SCIENTIARUM UEM; ARQUIVO BRASILEIRO MEDICINA VETERINARIA ZOOTECNIA ONLINE; REVISTA BRASILEIRA SAUDE PRODUCAO ANIMAL UFBA; SISTEMA ETAPA ENSINO; REVISTA BRASILEIRA CIENCIAS AGRARIAS; CENTRO UNIVERSITARIO FUNDACAO EDUCACIONAL BARRETOS; AQUACULTURE AMSTERDAM; AFRICAN JOURNAL OF BIOCHEMISTRY RESEARCH; INTERNATIONAL RESEARCH JOURNAL OF AGRICULTURAL SCIENCE; BIOLOGICAL CONTROL PRINT; ANNALS OF THE BAZILIAN ACADEMY OF SCIENCE; GLOBAL ADVANCED RESEARCH JOURNAL OF ENVIRONMENTAL SCIENCE AND TOXICOLOGY; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; FUNDACAO AMPARO A PESQUISA ESTADO AMAZONAS; CENTRO UNIVERSITARIO SENAC; BOLETIM INSTITUTO PESCA ONLINE; CIENCIA CULTURA BARRETOS; ACTA AMAZONICA IMPRESSO; INTERNATIONAL JOURNAL OF MODERN BIOLOGICAL RESEARCH; PESQUISA AGROPECUARIA BRASILEIRA ONLINE; PLANTA DANINHA IMPRESSO; CIENCIA RURAL; FUNDACAO APOIO A PESQUISA DISTRITO FEDERAL; HOLOS ENVIRONMENT ONLINE; ENVIRONMENTAL POLLUTION; AQUATIC TOXICOLOGY; ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY; JOURNAL OF PLANT PROTECTION RESEARCH; FUNDACAO APOIO A PESQUISA ENSINO EXTENSAO,CIENCIA CULTURA BARRETOS,1,0,BR/US/BR/BR/RU,CIENCIAS AGRARIAS,2
813,1023545337638109,4.0,1,CIENCIAS BIOLOGICAS,1,5.0,5.0,UNIVERSIDADE FEDERAL RIO JANEIRO; INSTITUTO NACIONAL METROLOGIA QUALIDADE TECNOLOGIA; CENTRO EDUCACIONAL RENASCER,CENTRO EDUCACIONAL RENASCER,0,1,BR,CIENCIAS BIOLOGICAS,0
814,1023562414435635,4.0,1,ENGENHARIAS,1,4.0,9.0,WEG INDUSTRIAS MOTORES; UNIVERSIDADE FEDERAL SANTA CATARINA; SERVICO NACIONAL APRENDIZAGEM COMERCIAL SC; PRODUCAO SAO PAULO IMPRESSO; GRUPO ESTUDOS LOGISTICOS UFSC; INSTITUT POLYTECHNIQUE GRENOBLE; CENTRO UNIVERSITARIO CATOLICA SANTA CATARINA EM JARAGUA SUL,UNIVERSIDADE FEDERAL SANTA CATARINA,1,1,BR/FI/FR/BR,ENGENHARIAS,3
815,1023570038147506,6.0,0,CIENCIAS SOCIAIS APLICADAS,1,21.0,18.0,INSTITUTO PESQUISA ECONOMICA APLICADA DF; PONTIFICIA UNIVERSIDADE CATOLICA RIO JANEIRO; UNIVERSITY OF CHICAGO; GRUPO IBMEC; REVISTA ECONOMETRIA; REVISTA ECONOMIA APLICADA; JOURNAL OF POPULATIONAL ECONOMICS; PESQUISA PLANEJAMENTO ECONOMICO RIO JANEIRO; SOCIEDADE BRASILEIRA ECONOMETRIA; UNIVERSIDADE SAO PAULO; REVISTA BRASILEIRA ECONOMIA IMPRESSO; REVISTA ANPEC; ESTUDOS ECONOMICOS; PSICO PUCRS IMPRESSO; REVISTA PSIQUIATRIA CLINICA SAO PAULO IMPRESSO; FACULDADE ECONOMIA ADMINISTRACAO RIBEIRAO PRETO; REVISTA BRASILEIRA FINANCAS IMPRESSO; PSICO USF IMPRESSO; NOVA ECONOMIA UFMG IMPRESSO,FACULDADE ECONOMIA ADMINISTRACAO RIBEIRAO PRETO,1,0,BR/US/BR,CIENCIAS SOCIAIS APLICADAS,5
816,1023597870118105,4.0,0,CIENCIAS BIOLOGICAS,1,277.0,37.0,UNIVERSIDADE ESTADUAL PAULISTA JULIO MESQUITA FILHO; AMERICAN JOURNAL OF PHYSIOLOGY REGULATORY INTEGRATIVE AND COMPARATIVE PHY; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO AMPARO A PESQUISA ESTADO SAO PAULO; BMC DEVELOPMENTAL BIOLOGY; JOURNAL OF NEUROSCIENCE RESEARCH; JOURNAL OF NEUROENDOCRINOLOGY ONLINE; PHYSIOLOGY AMP BEHAVIOR; PEPTIDES NEW YORK NY 1980; ARCHIVES OF ORAL BIOLOGY; PLOS ONE; NEUROBIOLOGY OF AGING; NUTRITION RESEARCH; ARABIAN JOURNAL OF CHEMISTRY; PSYCHOPHARMACOLOGY BERLIN INTERNET; AUTONOMIC NEUROSCIENCE BASIC AND CLINICAL ONLINE; BRAIN RESEARCH; BRAIN RESEARCH BULLETIN; BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH; CLINICAL AND EXPERIMENTAL PHARMACOLOGY AMP PHYSIOLOGY; EXPERIMENTAL PHYSIOLOGY; HYPERTENSION DALLAS TEX 1979; NEUROSCIENCE; NEUROSCIENCE LETTERS PRINT; SOCIEDADE BRASILEIRA FISIOLOGIA, ,1,0,BR/GB/US/IT,CIENCIAS BIOLOGICAS,0
817,1023665083780638,4.0,0,CIENCIAS EXATAS E DA TERRA,1,52.0,18.0,GOVERNO ESTADO RIO GRANDE SUL; UNIVERSIDADE FEDERAL RIO GRANDE SUL; COLEGIO MILITAR PORTO ALEGRE; UNIVERSIDADE REGIONAL INTEGRADA ALTO URUGUAI DAS MISSOES; UNIVERSIDADE CAXIAS SUL; PERSPECTIVA EREXIM; JOURNAL OF ENVIRONMENTAL MANAGEMENT; QUIMICA NOVA IMPRESSO; ENGENHARIA SANITARIA AMBIENTAL; ENVIRONMENTAL SCIENCE AMP TECHNOLOGY; REVISTA ELETRONICA EM GESTAO EDUCACAO TECNOLOGIA AMBIENTAL; UDCA REVISTA ACTUALIDAD Y DIVULGACION CIENTIFICA; JOURNAL OF FUELS; SCIENTIA CUM INDUSTRIA; REVISTA AMBIENTE AMP AGUA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; FUNDACAO APOIO A PESQUISA ESTADO RIO GRANDE SUL; JOURNAL OF ADVANNCED OXYDATION TECHNOLOGIES; JOURNAL OF LIQUID CHROMATOGAPHY AMP RELATED TECHNOLOGIES; CHEMOSPHERE,CHEMOSPHERE,0,0,BR/BR/BR/BR,CIENCIAS EXATAS E DA TERRA,1
818,1023722688858336,4.0,0,CIENCIAS EXATAS E DA TERRA,1,15.0,18.0,INSTITUTO GEOCIENCIAS UNIVERSIDADE SAO PAULO; GEOLOGIA USP SERIE CIENTIFICA; GEOCIENCIAS SAO PAULO IMPRESSO; CENTRAL EUROPEAN JOURNAL OF GEOSCIENCES,GEOCIENCIAS SAO PAULO IMPRESSO,1,1,GB,CIENCIAS EXATAS E DA TERRA,1
819,1023733288544345,4.0,0,CIENCIAS EXATAS E DA TERRA,1,17.0,11.0,COMPANHIA ESTADUAL GERACAO TRANSMISSAO ENERGIA ELETRICA MATRIZ; UNIVERSIDADE FEDERAL RIO GRANDE; IEEE JOURNAL OF SELECTED TOPICS IN APPIED EARTH OBSERV AND REMOTE SENSING; PESQUISAS EM GEOCIENCIAS UFRGS IMPRESSO; REMOTE SENSING OF ENVIRONMENT; SCIENTIA PLENA; IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING; PLOS ONE; UNIVERSIDADE VALE RIO DOS SINOS,UNIVERSIDADE VALE RIO DOS SINOS,1,1,BR/ZA/GB/BR,CIENCIAS EXATAS E DA TERRA,1
820,1023793876897710,12.0,0,CIENCIAS HUMANAS,1,9.0,40.0,PONTIFICIA UNIVERSIDADE CATOLICA SAO PAULO; SECRETARIA ESTADO CULTURA; UNIVERSIDADE SAO PAULO; COLEGIO I L PERETZ; NOVA STELLA EDITORIAL; ORGANIZACION ESTADOS IBEROAMERICANOS; CAMARA BRASILEIRA LIVRO; LIVRARIA BELAS ARTES; SOCIEDADE BRASILEIRA AMIGOS UNIVERSIDADE HEBRAICA JERUSALEM; ASSOCIACAO UNIVERSITARIA CULTURA JUDAICA; BIBLIOTECA HAROLDO CAMPOS; ASSOCIACAO AMIGOS MUSEU JUDAICO SAO PAULO; ASSOCIACAO BRASILEIRA A HEBRAICA SAO PAULO; ASSOCIACAO NACIONAL LIVRARIAS; FUNDACAO VICTOR CIVITA; SECRETARIA MUNICIPAL CULTURA SAO PAULO; LE MONDE DIPLOMATIQUE BRASIL; FUNDACAO ROBERTO MARINHO; CALINA PROJETOS; PREFEITURA CIDADE RIO JANEIRO; ROYAL CARIBBEAN INTERNATIONAL; FACULDADE SANTA MARIA CAJAZEIRAS; ACADEMIA PAULISTA EDUCACAO; MUSEU IMAGEM SOM SP; EDITORA SARAIVA; FACULDADE PAULISTA ARTES; GRUPO CHAVERIM; KEREN KAYEMET LEISRAEL; FUNDACAO SM; SOCIEDADE BRASILEIRA HISTORIA CIENCIA; BOOKSTART; CASA DAS ROSAS; INTERNATIONAL UNION OF HISTORY AND PHILOSOPHY OF SCIENCE AND TECHNOLOGY; INSTITUTO SUPERIOR ESTUDIOS RELIGIOSOS; REVISTA BRASILEIRA HISTORIA CIENCIA,REVISTA BRASILEIRA HISTORIA CIENCIA,1,0,BR/BR/BR/PT/BR/US/BR,CIENCIAS HUMANAS,6
821,1023860854332218,4.0,1,CIENCIAS DA SAUDE,1,19.0,21.0,UNIVERSIDADE TUIUTI PARANA; SECRETARIA SAUDE ESTADO PARANA; HOSPITAL SANTA CASA MISERICORDIA PONTA GROSSA; HOSPITAL CARDIOLOGICO COSTANTINI SA; HOSPITAL SANTA CRUZ SA; UNIVERSIDADE ESTACIO SA; HOSPITAL ANGELINA CARON; CASA SAUDE SAO LUCAS; HOSPITAL RAUL SERTA; INSTITUO PESQUISA DESENVOLVIMENTO EM ADMINISTRACAO PUBLICA; UNIVERSIDADE ESTADUAL PONTA GROSSA; HOSPITAL GERAL UNIMED; HOSPITAL MUNICIPAL AMADEU PUPPI,HOSPITAL SANTA CASA MISERICORDIA PONTA GROSSA,0,1,BR/BR/BR,CIENCIAS DA SAUDE,4
822,1023888224776349,5.0,1,CIENCIAS HUMANAS,0,1.0,5.0, , ,0,0,,CIENCIAS HUMANAS,6
823,1023905079271697,4.0,1,ENGENHARIAS; CIENCIAS DA SAUDE,1,5.0,3.0,UNIVERSIDADE ESTADUAL CAMPINAS; FARMACIA MEDICAMENTA LTDA; UNIMED COOPERATIVA TRABALHO MEDICO CAMPINAS; TAMPE ANALITICA; FACULDADE JAGUARIUNA; MEDLEY INDUSTRIA FARMACEUTICA,UNIVERSIDADE ESTADUAL CAMPINAS; FACULDADE JAGUARIUNA,0,1,BR/BR,ENGENHARIAS,3
824,1023931011986978,3.0,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,58.0,20.0,SOCIEDADE CARUARUENSE ENSINO SUPERIOR; UNIVERSIDADE CATOLICA PERNAMBUCO; REVISTA FACULDADE DIREITO CARUARU; REVISTA BRASILEIRA ESTUDOS CONSTITUCIONAIS RBEC; REVISTA ELETRONICA IBEC; UNIVERSITE MONTESQUIEU BORDEAUX IV; UNIVERSITA DEGLI STUDI DI LECCE; REVISTA DOS CENTRO ESTUDOS JUDICIARIOS; ESTUDOS ELEITORAIS EJE TRIBUNAL SUPERIOR ELEITORAL; UNIVERSIDADE FEDERAL PERNAMBUCO; PROCURADORIA GERAL ESTADO PERNAMBUCO; REVISTA ACADEMICA FACULDADE DIREITO RECIFE; INSTITUTO DOS ADVOGADOS PERNAMBUCO; LA SOCIEDAD CUBANA DERECHO CONSTITUCIONAL Y ADMINISTRATIVO LA UNION N; CADERNOS ESDEL ESCOLA SUPERIOR DIREITO ELEITORAL; RESENHA ELEITORAL TRIBUNAL REGIONAL ELEITORAL SANTA CATARINA; REVISTA ELETRONICA DIREITO POLITICA; DIREITO ESTADO SOCIEDADE; CONSELHO EDITORIAL EDITORA FORUM; REVISTA JURIDICA TRE TO; REVISTA PROCURADORIA GERAL ESTADO ESPIRITO SANTO; CONSELHO FEDERAL ORDEM DOS ADVOGADOS BRASIL; ESCOLA JUDICIARIA ELEITORAL TSE; TRIBUNAL SUPERIOR ELEITORAL; PROCURADORIA GERAL ESTADO; REVISTA DIREITO ESTADO SOCIEDADE PUC RIO; REVISTA ACADEMICA FACULDADE DIREITO RECIFE,REVISTA ACADEMICA FACULDADE DIREITO RECIFE,0,0,BR/BR/BR,CIENCIAS SOCIAIS APLICADAS,5
825,1023970273252599,4.0,0,CIENCIAS AGRARIAS,0,124.0,16.0,UNIVERSIDADE FEDERAL MINAS GERAIS,UNIVERSIDADE FEDERAL MINAS GERAIS,0,1,BR,CIENCIAS AGRARIAS,2
826,1023979687567183,4.0,0,CIENCIAS DA SAUDE,1,22.0,2.0,UNIVERSIDADE ESTADUAL PIAUI; HOSPITAL INFANTIL LUCIDIO PORTELA; HOSPITAL SAO MARCOS; FUSAM HOSPITAL GETULIO VARGAS; REVISTA FACIMEUESPI; HOSPITAL MUNICIPAL CAMPO LIMPO; HOSPITAL SANATORINHO CARAPICUIBA; HOSPITAL SANTA CECILIA; HOSPITAL ALIANCA CASAMATER; CASA SAUDE MATERNIDADE SANTA FE LTDA; CENTRO AVALIACAO TRATAMENTO AVANCADO DOENCAS UROLOGICAS; REVISTA FACIME; HOSPITALDE URGENCIA TERESINA QUOTDR ZENON ROCHAQUOT; MATERNIDADE DONA EVANGELINA ROSA,REVISTA FACIME; HOSPITALDE URGENCIA TERESINA QUOTDR ZENON ROCHAQUOT,1,1,BR/VE/GR,CIENCIAS DA SAUDE,4
827,1024002748159795,4.0,1,CIENCIAS HUMANAS; CIENCIAS SOCIAIS APLICADAS,1,4.0,13.0,SOCIEDADE CIVIL LAR MARIA; UNIVERSIDADE BRASIL; TRIBUNAL JUSTICA SAO PAULO; ESCOLA PAULISTA PSICOLOGIA AVANCADA; CONSELHO NACIONAL DESENVOLVIMENTO CIENTIFICO TECNOLOGICO; UNIVERSIDADE CRUZEIRO SUL; UNIVERSIDADE FRANCA,UNIVERSIDADE FRANCA,0,1,BR/BR/BR,CIENCIAS HUMANAS,6
